supplier_reference,price_ttc_amount,product_name
200-60005,5.46,"Niko Set de finition avec voyant pour interrupteur ou bouton-poussoir simple, couleur piano black coated - 200-60005"
701-30000,11.58,"Niko Hydro Bouton-poussoir simple éclairable avec bornes à vis, couleur blanc - 701-30000"
124-65100,12.69,"Niko Enjoliveur data 1x RJ, couleur dark brown coated - 124-65100"
700-31705,10.97,"Niko Hydro Interrupteur permutateur, étanche aux projections d'eau 10 AX/250 Vac avec bornes à connexion rapide, couleur gris - 700-31705"
171-02605,25.56,"Niko Socle pour un interrupteur va-et-vient double, 10 AX/250 Vac, connexion rapide, fixation par griffes, à utiliser avec la gamme Niko Rocker ou Toggle - 171-02605"
353-602111,65.33,"Niko Détecteur de mouvement M42MR, 230 V, 12-13 m, IP54, pour montage en saillie, couleur blanc - 353-602111"
101-66358,33.13,Niko Combinaison coax avec connexion RJ45 UTP Cat. 6A avec fixation par griffes et set de finition couleur white - 101-66358
171-37024,6.19,"Niko Unité d'éclairage avec fils, 24 V, avec LED blanc chaud de haute intensité pour interrupteurs et boutons-poussoirs - 171-37024"
069831L,13.15,Legrand Plexo prise de courant complet - 069831L
154-76005,180.58,"Niko Plaque de recouvrement quintuple, entraxe de 71 mm, couleur Niko Pure steel white coated - 154-76005"
154-65905,14.96,"Niko Set de finition pour interrupteur pour volets à verrouillage électrique, couleur white coated - 154-65905"
701-37730,27.68,"Niko Hydro Prise double verticale étanche aux projections d’eau, avec broche de terre, obturateurs de protection et bornes à vis - y compris un boîtier avec deux entrées au-dessus, couleur blanc - 701-37730"
171-01205,16.71,"Niko Socle pour un interrupteur bipolaire, 10 AX/250 Vac, connexion rapide, fixation par griffes, à utiliser avec la gamme Niko Rocker ou Toggle - 171-01205"
353-700111,74.33,"Niko Détecteur de mouvement M42LR pour boîte d'encastrement, couleur blanc - 353-700111"
069692L,3.93,Legrand Plexo support plaques 1 poste - 069692L
161-76005,184.64,"Niko Plaque de recouvrement quintuple, entraxe de 71 mm, couleur Niko Pure steel black coated - 161-76005"
157-31003,11.41,"Niko Set de finition pour variateur à bouton rotatif ou extension, incl. bouton rotatif, couleur champagne coated - 157-31003"
123-40150,13.95,"Niko Set de finition pour bouton-poussoir quadruple, libre de potentiel, 24 V, avec LED, couleur bronze coated - 123-40150"
069690L,8.21,Legrand Plexo boîtier à embouts - 2 poste horizontaux ou verticaux - 3 entrées simple en 1 entrée double - embouts à membrane - IP55 IK08 - blanc - 069690L
171-37923,6.19,"Niko Unité d'éclairage avec fils, 230 V, avec LED blanc chaud de haute intensité pour interrupteurs et boutons-poussoirs - 171-37923"
761-31616,8.71,"Niko Hydro Interrupteur va-et-vient, étanche aux projections d'eau 16 AX/250 Vac avec bornes à vis, couleur noir - 761-31616"
101-00004,6.76,"Niko Touche simple avec flèches vers le haut et vers le bas pour interrupteur sans fil ou bouton-poussoir à 2 boutons de commande, couleur white - 101-00004"
701-32600,13.96,"Niko Hydro Double interrupteur va-et-vient, étanche aux projections d'eau 10 AX/250 Vac avec bornes à vis, couleur blanc- 701-32600"
100-61308,12.43,"Niko Interrupteur bipolaire 16 A, socle, bornes à connexion rapide et set de finition, couleur cream - 100-61308"
224-56002,46.21,"Niko Ensemble Rocker pour des fonctions de commutation double, couleur alu black - 224-56002"
353-702121,93.85,"Niko Détecteur de présence P42LR pour montage en saillie, couleur blanc - 353-702121"
069682L,3.7,Legrand Plexo support plaques 1 poste - 069682L
154-31003,10.17,"Niko Set de finition pour variateur à bouton rotatif ou extension, incl. bouton rotatif, couleur white coated - 154-31003"
170-66267,25.11,Niko 2 connexions RJ45 STP Cat. 6 avec fixation par vis - 170-66267
155-76200,53.79,"Niko Plaque de recouvrement double, entraxe de 60 mm, verticale, couleur Niko Pure alu grey brushed - 155-76200"
102-60050,7.27,"Niko Set de finition pour bouton-poussoir sextuple, libre de potentiel, 24 V, couleur light grey - 102-60050"
123-68002,7.19,"Niko Set de finition pour double chargeur USB-A et USB-C intelligent, couleur bronze coated - 123-68002"
170-66358,28.19,Niko Combinaison coax avec connexion RJ45 UTP Cat. 6A avec fixation par griffes - 170-66358
136-76100,4.75,"Niko Plaque de recouvrement simple, couleur Niko Intense matt black coated - 136-76100"
133-76700,17.23,"Niko Plaque de recouvrement triple, entraxe de 71 mm, couleur Niko Intense anthracite coated - 133-76700"
100-66152,21.51,"Niko 2 connexions RJ45 UTP Cat. 5E avec fixation par griffes et set de finition, couleur cream - 100-66152"
133-76200,10.44,"Niko Plaque de recouvrement double, entraxe de 60 mm, verticale, couleur Intense anthracite coated - 133-76200"
132-76700,17.23,"Niko Plaque de recouvrement triple, couleur Intense sterling coated - 132-76700"
170-66251,9.62,"Niko 1 connexion RJ45 UTP Cat. 5E, prêt pour l'alimentation PoE++, modèle plat, incl. socle 60 x 71 mm avec fixation par vis - 170-66251"
137-76800,10.44,"Niko Plaque de recouvrement double avec un entraxe de 71 mm, couleur Intense lunar white coated - 137-76800"
135-76300,17.23,"Niko Plaque de recouvrement triple, entraxe de 60 mm, verticale, couleur Niko Intense dark brown coated - 135-76300"
171-01705,16.71,"Niko Socle pour un interrupteur permutateur, 10 AX/250 Vac, connexion rapide, fixation par griffes, à utiliser avec la gamme Niko Rocker ou Toggle - 171-01705"
070003,10.29,Legrand Plexo gp prise de courant - 070003
224-57102,58,"Niko Plaque de recouvrement simple, pour des fonctions de commutation double, couleur Niko Toggle alu black brushed - 224-57102"
069621L,7.04,Legrand Plexo prise 2p+t bornes auto - 069621L
100-65018,17.02,"Niko Double interrupteur interrupteur va-et-vient + bouton-poussoir N.O., socle, bornes à connexion rapide et set de finition, couleur cream - 100-65018"
069527L,14.99,Legrand Plexo bipolaire 16ax - 069527L
100-66158,32.33,Niko Connecteur coax + rj45 utp cat5e - 100-66158
224-56101,50.14,"Niko Plaque de recouvrement simple, pour des fonctions de commutation simple, couleur Niko Rocker alu black brushed - 224-56101"
157-74001,13.76,"Niko Set de finition pour prise de courant avec broche de terre et obturateurs de protection, pour Niko Rocker et Niko Toggle, champagne coated - 157-74001"
069768L,18.26,Legrand Plexo prise 2x2p+t horizontal - 069768L
101-67608,8.72,"Niko Interrupteur à témoin va-et-vient avec 4 bornes, socle, bornes à connexion rapide et set de finition, couleur white - 101-67608"
242-76700,52.72,"Niko Plaque de recouvrement triple, entraxe de 71 mm, couleur Niko Pure liquid black - 242-76700"
069525L,14.81,Legrand Plexo double inter 2 dir ou - 069525L
069541L,11.33,Legrand Plexo poussoir inverseur no-ng 10a - 069541L
136-76200,10.44,"Niko Plaque de recouvrement double, entraxe de 60 mm, verticale, couleur Intense matt black coated- 136-76200"
224-74101,50.14,"Niko Plaque de recouvrement simple, pour 1 prise de courant, Niko Rocker et Niko Toggle, alu black brushed - 224-74101"
353-702111,74.33,"Niko Détecteur de mouvement M42LR, 230 V, 32-37 m, IP54, pour montage en saillie, couleur blanc - 353-702111"
069731L,8.5,Legrand Plexo prise 2p+t borne automatique - 069731L
170-37100,12.37,Niko Unité d’éclairage à LED blanche pour prise de courant avec indication de la tension - 170-37100
154-74001,13.76,"Niko Set de finition pour prise de courant avec broche de terre et obturateurs de protection, pour Niko Rocker et Niko Toggle, white coated - 154-74001"
170-66152,15.81,"Niko 2 connexions RJ45 UTP Cat. 5E, prêt pour l'alimentation PoE++, modèle plat, incl. socle 60 x 71 mm avec fixation par griffes - 170-66152"
137-76100,4.75,"Niko Plaque de recouvrement simple, couleur Niko Intense lunar white coated - 137-76100"
069694L,7.85,Legrand Plexo support plaques 2 poste - 069694L
132-76300,17.23,"Niko Plaque de recouvrement triple, entraxe de 60 mm, verticale, couleur Niko Intense sterling coated - 132-76300"
136-76400,24.68,"Niko Plaque de recouvrement quadruple, entraxe de 71 mm, couleur Intense matt black coated - 136-76400"
069693L,3.93,Legrand Plexo support plaques 1 poste - 069693L
133-76100,4.75,"Niko Plaque de recouvrement simple, couleur Niko Intense anthracite coated - 133-76100"
069791L,8.5,Legrand Plexo prise 2p+t borne automatique - 069791L
069601L,2.21,Legrand Plexo boîtier à embouts 1 poste 2 entrées IP 55 - IK 08 embouts en membrane anthracite - 069601L
137-76700,17.23,"Niko Plaque de recouvrement triple, entraxe de 71 mm, couleur Niko Intense lunar white coated - 137-76700"
134-76800,10.44,"Niko Plaque de recouvrement double avec un entraxe de 71 mm, couleur Intense bronze coated - 134-76800"
069683L,7.41,Legrand Plexo support plaques 2 poste - 069683L
070000,9.5,Legrand Plexo gp inter 2 directions - 070000
132-76800,10.44,"Niko Plaque de recouvrement double avec un entraxe de 71 mm, couleur Intense sterling coated - 132-76800"
120-76401,38.65,"Niko Plaque de recouvrement quadruple, entraxe de 71 mm et un porte-étiquette transparent, couleur Intense white - 120-76401"
100-66258,32.33,Niko Combinaison coax avec connexion RJ45 UTP Cat. 6 avec fixation par griffes et set de finition couleur cream - 100-66258
353-701121,93.85,"Niko Détecteur de présence P42LR pour montage encastré (SnapFit), couleur blanc - 353-701121"
664704,8.72,Legrand Niloe inverseur 10ax - 664704
170-66171,13,Niko 1 connexion RJ45 UTP Cat. 6A avec fixation par griffes - 170-66171
170-07605,6.03,"Niko Socle pour interrupteur à témoin va-et-vient avec 4 bornes de raccordement, 10 AX/250 Vac, connexion rapide - 170-07605"
170-66262,19.56,Niko 2 connexions RJ45 UTP Cat. 6 avec fixation par vis - 170-66262
221-60005,6.68,"Niko Set de finition avec voyant pour interrupteur ou bouton-poussoir simple, couleur gold coated - 221-60005"
552-72004,65.34,"Niko Interrupteur sans fil sur batterie, quadruple, Zigbee- 552-72004"
100-64009,9.41,"Niko Set de finition avec anneau transparent avec symbole clé pour bouton-poussoir 6 A avec LED couleur ambre avec culot E10, couleur cream - 100-64009"
069521L,24.47,Legrand Plexo interrupteur inverseur - 069521L
135-76700,17.23,"Niko Plaque de recouvrement triple, entraxe de 71 mm, couleur Niko Intense dark brown coated - 135-76700"
761-30005,11.58,"Niko Hydro Bouton-poussoir éclairable, étanche aux projections d’eau avec bornes à connexion rapide, couleur noir - 761-30005"
069624L,8.44,Legrand Plexo prise 2p+t bornes a vis - 069624L
102-00001,3.91,"Niko Touche simple pour interrupteur sans fil ou bouton-poussoir à deux boutons de commande, couleur light grey - 102-00001"
123-76001,11.9,"Niko Set de finition avec sortie de câble pour cache-trou avec serre-fil, couleur bronze coated - 123-76001"
154-65702,12.04,"Niko Set de finition pour connexion coaxiale simple et connexion réseau RJ45, couleur white coated - 154-65702"
135-76200,10.44,"Niko Plaque de recouvrement double, entraxe de 60 mm, verticale, couleur Intense dark brown coated - 135-76200"
150-76300,79.75,"Niko Drievoudige afdekplaat, 60 mm centerafstand, verticaal, Niko Pure stainless steel on anthracite - 150-76300"
069689L,2.34,Legrand Plexo boîtier à embouts - 1 poste - 2 entrées - embouts à membrane - IP55 IK08 - blanc - 069689L
353-601111,65.33,"Niko Détecteur de mouvement M42MR, 230 V, 12-13 m, pour montage encastré (SnapFit), couleur blanc- 353-601111"
101-67300,12.23,"Niko Interrupteur à témoin bipolaire 16 A, socle, bornes à vis et set de finition couleur white - 101-67300"
100-69701,3.52,"Niko Set de finition pour prise double pour haut-parleur, couleur cream - 100-69701"
070013,22.45,Legrand Plexo gp double prise - 070013
134-76200,10.44,"Niko Plaque de recouvrement double, entraxe de 60 mm, verticale, couleur Intense bronze coated- 134-76200"
227-57002,46.21,"Niko Ensemble Toggle pour des fonctions de commutation double, couleur alu gold - 227-57002"
650-45067,10.72,Niko Connecteur RJ45 blindé STP Cat. 6 - 650-45067
353-601121,81.1,"Niko Détecteur de présence P42MR pour montage encastré (SnapFit), couleur blanc - 353-601121"
155-76700,78,"Niko Plaque de recouvrement triple, entraxe de 71 mm, couleur Niko Pure alu grey brushed - 155-76700"
650-45062,7.96,Niko Connecteur RJ45 non blindé UTP Cat. 6 - 650-45062
070014,32.95,Legrand Plexo gp triple prise - 070014
069602L,7.74,Legrand Plexo boîtier à embouts - 2 poste horizontaux ou verticaux - 3 entrées simple en 1 entrée double - embouts à membrane - IP55 IK08 - anthracite - 069602L
122-61901,22.68,"Niko Set de finition pour interrupteur pour cartes d'hôtel, couleur anthracite coated - 122-61901"
761-35105,15.25,"Niko Hydro Bouton-poussoir double éclairable, étanche aux projections d’eau avec bornes à connexion rapide, couleur noir. - 761-35105"
069801L,5.99,Legrand Plexo interrupteur 2 directions 10ax - 069801L
664702,10.36,Legrand Niloe double deux direction blanc- 664702
100-66607,5.08,"Niko Set de finition avec voyant transparent pour prise de courant avec indication de tension, broche de terre et obturateurs de protection, couleur cream - 100-66607"
664705,6.15,Legrand Niloe poussoir 6a 250v no-nf - 664705
353-651421,158.22,"Niko Détecteur de présence P48MR pour montage encastré (SnapFit), couleur blanc - 353-651421"
069788L,18.26,Legrand Plexo prise 2x2p+t horizontal - 069788L
224-57101,50.14,"Niko Plaque de recouvrement simple, pour des fonctions de commutation simple, couleur Niko Toggle alu black brushed - 224-57101"
134-76100,4.75,"Niko Plaque de recouvrement simple, couleur Niko Intense bronze coated - 134-76100"
157-65200,13.73,"Niko Enjoliveur data 2x RJ, couleur champagne coated - 157-65200"
069564L,24.82,Legrand Plexo prise 3x2p+t horizontal - 069564L
171-05605,25.56,"Niko Socle pour interrupteur va-et-vient et bouton-poussoir N.O. ou N.C., 10 AX/250 Vac, connexion rapide, fixation par griffes, à utiliser avec la gamme Niko Rocker ou Toggle - 171-05605"
069781L,8.9,Legrand Plexo prise 2p+t borne automatique - 069781L
069785L,67.25,Legrand Plexo prise green'up mode 2 - 069785L
171-05005,25.56,"Niko Socle pour un bouton-poussoir double N.O. ou N.F., 10 A/250 Vac, connexion rapide, fixation par griffes, à utiliser avec la gamme Niko Rocker ou Toggle - 171-05005"
154-61507,10.89,Niko Set de finition avec double voyant couleur white coated - 154-61507
136-76300,17.23,"Niko Plaque de recouvrement triple, entraxe de 60 mm, verticale, couleur Niko Intense matt black coated - 136-76300"
069563L,16.39,Legrand Plexo prise 2x2p+t vertical - 069563L
102-65905,6.35,"Niko Set de finition pour interrupteur pour volets à verrouillage électrique, couleur light grey - 102-65905"
069528L,20.98,Legrand Plexo bipolaire 16ax temoine - 069528L
133-76005,34.35,"Niko Plaque de recouvrement quintuple, entraxe de 71 mm, couleur Intense anthracite coated - 133-76005"
135-76400,24.68,"Niko Plaque de recouvrement quadruple, entraxe de 71 mm, couleur Intense dark brown coated - 135-76400"
136-76800,9.95,"Niko Plaque de recouvrement double avec un entraxe de 71 mm, couleur Intense matt black coated- 136-76800"
100-66151,15.02,"Niko 1 connexion RJ45 UTP Cat. 5E avec fixation par griffes et set de finition, couleur cream - 100-66151"
069628L,3.77,Legrand Plexo boitier 1 poste 1xm20 - 069628L
552-72011,52.69,"Niko Interrupteur sans fil sur batterie, simple, Zigbee, sans socle - 552-72011"
102-40050,7.27,"Niko Set de finition pour bouton-poussoir quadruple, libre de potentiel, 24 V, couleur light grey - 102-40050"
100-65937,7.82,"Niko Set de finition 0-1-2 pour interrupteur rotatif pour moteurs, couleur cream - 100-65937"
069860L,13.15,Legrand Plexo prise de courant complet - 069860L
069711L,7.86,Legrand Plexo interrupteur 2 directions 10ax - 069711L
135-76100,4.75,"Niko Plaque de recouvrement simple, couleur Niko Intense dark brown coated - 135-76100"
100-65926,7.66,"Niko Set de finition relever/baisser pour interrupteur rotatif, couleur cream - 100-65926"
132-76200,10.44,"Niko Plaque de recouvrement double, entraxe de 60 mm, verticale, couleur Niko Intense sterling coated - 132-76200"
170-37023,7.18,Niko Unité d'éclairage avec raccordement automatique 230V avec LED blanche pour interrupteurs avec bornes de raccordement à vis - 170-37023
101-66252,20.82,"Niko 2 connexions RJ45 UTP Cat. 5E avec fixation par vis et set de finition, couleur white - 101-66252"
101-66251,14.32,"Niko 1 connexion RJ45 UTP Cat. 5E avec fixation par vis et set de finition, couleur white - 101-66251"
170-66166,14.62,Niko 1 connexion RJ45 STP Cat. 6 avec fixation par griffes - 170-66166
157-69702,10.84,"Niko Set de finition avec 2 connexions coaxiales simples pour TV et FM, couleur champagne coated - 157-69702"
161-74001,13.76,"Niko Set de finition pour prise de courant avec broche de terre et obturateurs de protection, pour Niko Rocker et Niko Toggle, black coated - 161-74001"
170-66155,12.54,"Niko 1 connexion RJ45 STP Cat. 5E, prêt pour l'alimentation PoE++, modèle plat, incl. socle 60 x 71 mm avec fixation par griffes - 170-66155"
